	ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4	Date
1831	402904	101	S	4	85	77000.0	43.79	393.463	37.390763	-121.994912		OR	2	Lawrence Expwy. on loop	DT737	a2-S-37-101-04379	799084	429409	2013_12_13
3343	402904	101	S	4	85	77000.0	43.79	393.463	37.390763	-121.994912		OR	2	Lawrence Expwy. on loop	DT737	a2-S-37-101-04379	799084	429409	2014_02_21
4592	402905	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		FR	2	Lawrence Expwy off loop	DT953	z2-N-37-101-04383	755031	430074	2014_03_07
1832	402905	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		FR	2	Lawrence Expwy off loop	DT953	z2-N-37-101-04383	755031	430074	2013_12_13
3344	402905	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		FR	2	Lawrence Expwy off loop	DT953	z2-N-37-101-04383	755031	430074	2014_02_21
4593	402906	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		OR	2	Lawrence Expwy on loop	DT953	a2-N-37-101-04383	799262	429273	2014_03_07
3345	402906	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		OR	2	Lawrence Expwy on loop	DT953	a2-N-37-101-04383	799262	429273	2014_02_21
1833	402906	101	N	4	85	77000.0	43.83	393.467	37.391166	-121.995524		OR	2	Lawrence Expwy on loop	DT953	a2-N-37-101-04383	799262	429273	2013_12_13
1834	402907	101	N	4	85	77000.0	43.98	393.617	37.391922	-121.998077		OR	2	Lawrence Expwy on diag	DT955	a2-N-37-101-04398	799094	429277	2013_12_13
4594	402907	101	N	4	85	77000.0	43.98	393.617	37.391922	-121.998077		OR	2	Lawrence Expwy on diag	DT955	a2-N-37-101-04398	799094	429277	2014_03_07
3346	402907	101	N	4	85	77000.0	43.98	393.617	37.391922	-121.998077		OR	2	Lawrence Expwy on diag	DT955	a2-N-37-101-04398	799094	429277	2014_02_21
3347	402908	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		FR	1	Fair Oaks Ave off loop	DT738	z1-S-37-101-04470	755155	430160	2014_02_21
1835	402908	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		FR	1	Fair Oaks Ave off loop	DT738	z1-S-37-101-04470	755155	430160	2013_12_13
4595	402908	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		FR	1	Fair Oaks Ave off loop	DT738	z1-S-37-101-04470	755155	430160	2014_03_07
3348	402909	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		OR	2	Fair Oaks Ave on diag	DT738	a2-S-37-101-04470	799002	429413	2014_02_21
1836	402909	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		OR	2	Fair Oaks Ave on diag	DT738	a2-S-37-101-04470	799002	429413	2013_12_13
4596	402909	101	S	4	85	77000.0	44.7	394.373	37.395067	-122.010518		OR	2	Fair Oaks Ave on diag	DT738	a2-S-37-101-04470	799002	429413	2014_03_07
3349	402910	101	S	4	85	77000.0	45.63	395.303	37.398628	-122.026802		OR	2	Mahilda Ave on diag	DT739	a2-S-37-101-04563	799115	429421	2014_02_21
4597	402910	101	S	4	85	77000.0	45.63	395.303	37.398628	-122.026802		OR	2	Mahilda Ave on diag	DT739	a2-S-37-101-04563	799115	429421	2014_03_07
1837	402910	101	S	4	85	77000.0	45.63	395.303	37.398628	-122.026802		OR	2	Mahilda Ave on diag	DT739	a2-S-37-101-04563	799115	429421	2013_12_13
4598	402911	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		FR	1	Mathilda Ave off	DT743	z1-S-37-101-04572	755111	430154	2014_03_07
1838	402911	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		FR	1	Mathilda Ave off	DT743	z1-S-37-101-04572	755111	430154	2013_12_13
3350	402911	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		FR	1	Mathilda Ave off	DT743	z1-S-37-101-04572	755111	430154	2014_02_21
4599	402912	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		OR	2	Mathilda Ave on loop	DT743	a2-S-37-101-04572	799015	429425	2014_03_07
1839	402912	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		OR	2	Mathilda Ave on loop	DT743	a2-S-37-101-04572	799015	429425	2013_12_13
3351	402912	101	S	4	85	77000.0	45.72	395.393	37.398989	-122.028373		OR	2	Mathilda Ave on loop	DT743	a2-S-37-101-04572	799015	429425	2014_02_21
3352	402913	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		FR	1	EB 237 off diag	DT221	z1-S-37-101-04602	755143	430151	2014_02_21
1840	402913	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		FR	1	EB 237 off diag	DT221	z1-S-37-101-04602	755143	430151	2013_12_13
4600	402913	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		FR	1	EB 237 off diag	DT221	z1-S-37-101-04602	755143	430151	2014_03_07
1841	402914	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		OR	1	EB 237 on diag	DT221	a1-S-37-101-04602	799128	429908	2013_12_13
3353	402914	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		OR	1	EB 237 on diag	DT221	a1-S-37-101-04602	799128	429908	2014_02_21
4601	402914	101	S	4	85	77000.0	46.02	395.693	37.40013	-122.033628		OR	1	EB 237 on diag	DT221	a1-S-37-101-04602	799128	429908	2014_03_07
3354	402915	101	S	4	85	77000.0	46.81	396.483	37.403153	-122.047463		OR	2	Ellis St on diag	DT085	a2-S-37-101-04681	799097	429429	2014_02_21
4602	402915	101	S	4	85	77000.0	46.81	396.483	37.403153	-122.047463		OR	2	Ellis St on diag	DT085	a2-S-37-101-04681	799097	429429	2014_03_07
1842	402915	101	S	4	85	77000.0	46.81	396.483	37.403153	-122.047463		OR	2	Ellis St on diag	DT085	a2-S-37-101-04681	799097	429429	2013_12_13
3355	402916	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		FR	1	Moffett Blvd off loop	DT222	z1-S-37-101-04778	755051	430145	2014_02_21
1843	402916	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		FR	1	Moffett Blvd off loop	DT222	z1-S-37-101-04778	755051	430145	2013_12_13
4603	402916	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		FR	1	Moffett Blvd off loop	DT222	z1-S-37-101-04778	755051	430145	2014_03_07
4604	402917	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		FR	1	Moffett Blvd off diag	DT222	z1-N-37-101-04778	755145	430355	2014_03_07
1844	402917	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		FR	1	Moffett Blvd off diag	DT222	z1-N-37-101-04778	755145	430355	2013_12_13
3356	402917	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		FR	1	Moffett Blvd off diag	DT222	z1-N-37-101-04778	755145	430355	2014_02_21
4605	402918	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		OR	2	MOFFETT BLVD	DT222	a2-S-37-101-04778	799245	429911	2014_03_07
3357	402918	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		OR	2	MOFFETT BLVD	DT222	a2-S-37-101-04778	799245	429911	2014_02_21
1845	402918	101	S	4	85	49670.0	47.78	397.453	37.407128	-122.064444		OR	2	MOFFETT BLVD	DT222	a2-S-37-101-04778	799245	429911	2013_12_13
1846	402919	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		OR	2	Moffett Blvd on loop	DT222	a2-N-37-101-04778	799248	429746	2013_12_13
3358	402919	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		OR	2	Moffett Blvd on loop	DT222	a2-N-37-101-04778	799248	429746	2014_02_21
4606	402919	101	N	4	85	49670.0	47.78	397.417	37.407316	-122.064397		OR	2	Moffett Blvd on loop	DT222	a2-N-37-101-04778	799248	429746	2014_03_07
4607	402920	101	S	4	85	49670.0	48.46	398.133	37.410945	-122.075848		OR	2	Shoreline Blvd on diag	DT767	a2-S-37-101-04846	799108	429433	2014_03_07
3359	402920	101	S	4	85	49670.0	48.46	398.133	37.410945	-122.075848		OR	2	Shoreline Blvd on diag	DT767	a2-S-37-101-04846	799108	429433	2014_02_21
1847	402920	101	S	4	85	49670.0	48.46	398.133	37.410945	-122.075848		OR	2	Shoreline Blvd on diag	DT767	a2-S-37-101-04846	799108	429433	2013_12_13
3360	402921	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		FR	1	Shoreline Blvd off	DT962	z1-S-37-101-04862	755171	430142	2014_02_21
1848	402921	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		FR	1	Shoreline Blvd off	DT962	z1-S-37-101-04862	755171	430142	2013_12_13
4608	402921	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		FR	1	Shoreline Blvd off	DT962	z1-S-37-101-04862	755171	430142	2014_03_07
4609	402922	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		OR	2	Shoreline Blvd on loop	DT962	a2-S-37-101-04862	799154	429437	2014_03_07
3361	402922	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		OR	2	Shoreline Blvd on loop	DT962	a2-S-37-101-04862	799154	429437	2014_02_21
1849	402922	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452		OR	2	Shoreline Blvd on loop	DT962	a2-S-37-101-04862	799154	429437	2013_12_13
3362	402923	101	S	4	85	49670.0	48.88	398.553	37.413855	-122.082578		OR	2	Old Middlefield Wy on diag	DT771	a2-S-37-101-04888	799242	429441	2014_02_21
1850	402923	101	S	4	85	49670.0	48.88	398.553	37.413855	-122.082578		OR	2	Old Middlefield Wy on diag	DT771	a2-S-37-101-04888	799242	429441	2013_12_13
4610	402923	101	S	4	85	49670.0	48.88	398.553	37.413855	-122.082578		OR	2	Old Middlefield Wy on diag	DT771	a2-S-37-101-04888	799242	429441	2014_03_07
3363	402924	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		FR	2	Bernal Rd off	DT769	z2-N-37-101-02702	755042	430082	2014_02_21
1851	402924	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		FR	2	Bernal Rd off	DT769	z2-N-37-101-02702	755042	430082	2013_12_13
4611	402924	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		FR	2	Bernal Rd off	DT769	z2-N-37-101-02702	755042	430082	2014_03_07
1852	402925	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		OR	2	Bernal rd on loop	DT769	a2-N-37-101-02702	799254	429229	2013_12_13
3364	402925	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		OR	2	Bernal rd on loop	DT769	a2-N-37-101-02702	799254	429229	2014_02_21
4612	402925	101	N	4	85	68000.0	27.02	376.291	37.244125	-121.772528		OR	2	Bernal rd on loop	DT769	a2-N-37-101-02702	799254	429229	2014_03_07
3365	402926	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		FR	2	Blossom Hill Rd off	DT774	z2-N-37-101-02850	755048	430078	2014_02_21
4613	402926	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		FR	2	Blossom Hill Rd off	DT774	z2-N-37-101-02850	755048	430078	2014_03_07
1853	402926	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		FR	2	Blossom Hill Rd off	DT774	z2-N-37-101-02850	755048	430078	2013_12_13
3366	402927	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		OR	2	Blossom Hill Rd  on	DT774	a2-N-37-101-02850	799021	429233	2014_02_21
4614	402927	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		OR	2	Blossom Hill Rd  on	DT774	a2-N-37-101-02850	799021	429233	2014_03_07
1854	402927	101	N	4	85	68000.0	28.5	377.771	37.256295	-121.794639		OR	2	Blossom Hill Rd  on	DT774	a2-N-37-101-02850	799021	429233	2013_12_13
3367	402928	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		FR	1	Alum Rock Ave/Santa Clara St	DT775	z1-S-37-101-03564	755117	430187	2014_02_21
4615	402928	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		FR	1	Alum Rock Ave/Santa Clara St	DT775	z1-S-37-101-03564	755117	430187	2014_03_07
1855	402928	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		FR	1	Alum Rock Ave/Santa Clara St	DT775	z1-S-37-101-03564	755117	430187	2013_12_13
3368	402929	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		OR	2	Alum Rock Ave/Santa Clara St	DT775	a2-S-37-101-03564	799213	429381	2014_02_21
1856	402929	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		OR	2	Alum Rock Ave/Santa Clara St	DT775	a2-S-37-101-03564	799213	429381	2013_12_13
4616	402929	101	S	4	85	68000.0	35.64	385.309	37.348392	-121.860589		OR	2	Alum Rock Ave/Santa Clara St	DT775	a2-S-37-101-03564	799213	429381	2014_03_07
1857	402930	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		FR	1	Alum Rock Ave off	DT794	z1-N-37-101-03584	755050	430376	2013_12_13
3369	402930	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		FR	1	Alum Rock Ave off	DT794	z1-N-37-101-03584	755050	430376	2014_02_21
4617	402930	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		FR	1	Alum Rock Ave off	DT794	z1-N-37-101-03584	755050	430376	2014_03_07
3370	402931	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		OR	2	Alum Rock Ave on diag	DT794	a2-N-37-101-03584	799192	429249	2014_02_21
1858	402931	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		OR	2	Alum Rock Ave on diag	DT794	a2-N-37-101-03584	799192	429249	2013_12_13
4618	402931	101	N	4	85	68000.0	35.84	385.473	37.350928	-121.862378		OR	2	Alum Rock Ave on diag	DT794	a2-N-37-101-03584	799192	429249	2014_03_07
3371	402932	101	S	4	85	68000.0	R36.26	385.929	37.355353	-121.867625		FR	1	Mckee Rd/Julian Rd off	DT811	z1-S-37-101-03626	755092	430181	2014_02_21
1859	402932	101	S	4	85	68000.0	R36.26	385.929	37.355353	-121.867625		FR	1	Mckee Rd/Julian Rd off	DT811	z1-S-37-101-03626	755092	430181	2013_12_13
4619	402932	101	S	4	85	68000.0	R36.26	385.929	37.355353	-121.867625		FR	1	Mckee Rd/Julian Rd off	DT811	z1-S-37-101-03626	755092	430181	2014_03_07
3372	402933	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		FR	1	Mckee Rd/Julian Rd off	DT811	z1-N-37-101-03626	755191	430373	2014_02_21
1860	402933	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		FR	1	Mckee Rd/Julian Rd off	DT811	z1-N-37-101-03626	755191	430373	2013_12_13
4620	402933	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		FR	1	Mckee Rd/Julian Rd off	DT811	z1-N-37-101-03626	755191	430373	2014_03_07
3373	402934	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		OR	2	Mckee Rd/Julian Rd on diag	DT811	a2-N-37-101-03626	799016	429253	2014_02_21
1861	402934	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		OR	2	Mckee Rd/Julian Rd on diag	DT811	a2-N-37-101-03626	799016	429253	2013_12_13
4621	402934	101	N	4	85	68000.0	36.26	385.893	37.355549	-121.86746		OR	2	Mckee Rd/Julian Rd on diag	DT811	a2-N-37-101-03626	799016	429253	2014_03_07
1862	402935	880	S	4	85	68000.0	2.55	2.55	37.34766	-121.919969		OR	3	Coleman Ave on diag	DT968	a3-S-37-880-00255	799284	429549	2013_12_13
4622	402935	880	S	4	85	68000.0	2.55	2.55	37.34766	-121.919969		OR	3	Coleman Ave on diag	DT968	a3-S-37-880-00255	799284	429549	2014_03_07
3374	402935	880	S	4	85	68000.0	2.55	2.55	37.34766	-121.919969		OR	3	Coleman Ave on diag	DT968	a3-S-37-880-00255	799284	429549	2014_02_21
3375	402936	880	S	4	85	68000.0	2.7	2.7	37.349037	-121.917956		FR	2	Coleman Ave off	DT082	z2-S-37-880-00270	755214	430018	2014_02_21
1863	402936	880	S	4	85	68000.0	2.7	2.7	37.349037	-121.917956		FR	2	Coleman Ave off	DT082	z2-S-37-880-00270	755214	430018	2013_12_13
4623	402936	880	S	4	85	68000.0	2.7	2.7	37.349037	-121.917956		FR	2	Coleman Ave off	DT082	z2-S-37-880-00270	755214	430018	2014_03_07
4624	402937	880	N	4	85	68000.0	2.7	2.7	37.348907	-121.917833		OR	3	Coleman Ave on	DT082	a3-N-37-880-00270	799280	429500	2014_03_07
3376	402937	880	N	4	85	68000.0	2.7	2.7	37.348907	-121.917833		OR	3	Coleman Ave on	DT082	a3-N-37-880-00270	799280	429500	2014_02_21
1864	402937	880	N	4	85	68000.0	2.7	2.7	37.348907	-121.917833		OR	3	Coleman Ave on	DT082	a3-N-37-880-00270	799280	429500	2013_12_13
1865	402938	880	S	4	85	47766.0	7.53	7.53	37.413256	-121.912324		OR	1	GREAT MALL PKWY	DT064	a1-S-37-880-00753	799173	429923	2013_12_13
4625	402938	880	S	4	85	47766.0	7.53	7.53	37.413256	-121.912324		OR	1	GREAT MALL PKWY	DT064	a1-S-37-880-00753	799173	429923	2014_03_07
3377	402938	880	S	4	85	47766.0	7.53	7.53	37.413256	-121.912324		OR	1	GREAT MALL PKWY	DT064	a1-S-37-880-00753	799173	429923	2014_02_21
4626	402939	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		FR	1	Great Mall Pkwy off	DT065	z1-N-37-880-00769	755095	430352	2014_03_07
3378	402939	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		FR	1	Great Mall Pkwy off	DT065	z1-N-37-880-00769	755095	430352	2014_02_21
1866	402939	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		FR	1	Great Mall Pkwy off	DT065	z1-N-37-880-00769	755095	430352	2013_12_13
4627	402940	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		OR	1	Great Mall Pkwy on	DT065	a2-N-37-880-00769	799101	429281	2014_03_07
1867	402940	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		OR	1	Great Mall Pkwy on	DT065	a2-N-37-880-00769	799101	429281	2013_12_13
3379	402940	880	N	4	85	47766.0	7.69	7.69	37.415548	-121.912875		OR	1	Great Mall Pkwy on	DT065	a2-N-37-880-00769	799101	429281	2014_02_21
1868	402941	880	S	4	1	26000.0	7.39	17.617	37.531397	-122.005323		FR	1	Mowry Ave off	DT148	z1-S-33-880-00739	755076	430277	2013_12_13
4628	402941	880	S	4	1	26000.0	7.39	17.617	37.531397	-122.005323		FR	1	Mowry Ave off	DT148	z1-S-33-880-00739	755076	430277	2014_03_07
3380	402941	880	S	4	1	26000.0	7.39	17.617	37.531397	-122.005323		FR	1	Mowry Ave off	DT148	z1-S-33-880-00739	755076	430277	2014_02_21
1869	402942	880	S	4	1	26000.0	7.03	17.257	37.528433	-121.999898		OR	2	Mowry Ave on loop	DT148	a2-S-33-880-00703	799221	429329	2013_12_13
4629	402942	880	S	4	1	26000.0	7.03	17.257	37.528433	-121.999898		OR	2	Mowry Ave on loop	DT148	a2-S-33-880-00703	799221	429329	2014_03_07
3381	402942	880	S	4	1	26000.0	7.03	17.257	37.528433	-121.999898		OR	2	Mowry Ave on loop	DT148	a2-S-33-880-00703	799221	429329	2014_02_21
1870	402943	880	N	4	1	26000.0	4.89	15.117	37.509242	-121.969628		OR	2	Auto Mall Pkwy on diag	DT982	a2-N-33-880-00489	799011	429149	2013_12_13
4630	402943	880	N	4	1	26000.0	4.89	15.117	37.509242	-121.969628		OR	2	Auto Mall Pkwy on diag	DT982	a2-N-33-880-00489	799011	429149	2014_03_07
3382	402943	880	N	4	1	26000.0	4.89	15.117	37.509242	-121.969628		OR	2	Auto Mall Pkwy on diag	DT982	a2-N-33-880-00489	799011	429149	2014_02_21
1871	402944	880	S	4	1	26000.0	3.05	13.277	37.490584	-121.945998		OR	3	Fremont Blvd on diag	DT983	a3-S-33-880-00305	799028	429509	2013_12_13
4631	402944	880	S	4	1	26000.0	3.05	13.277	37.490584	-121.945998		OR	3	Fremont Blvd on diag	DT983	a3-S-33-880-00305	799028	429509	2014_03_07
3383	402944	880	S	4	1	26000.0	3.05	13.277	37.490584	-121.945998		OR	3	Fremont Blvd on diag	DT983	a3-S-33-880-00305	799028	429509	2014_02_21
4632	402945	880	S	4	1	26000.0	3.26	13.487	37.492757	-121.948815		FR	2	Fremont Blvd off	DT992	z2-S-33-880-00326	755078	430050	2014_03_07
3384	402945	880	S	4	1	26000.0	3.26	13.487	37.492757	-121.948815		FR	2	Fremont Blvd off	DT992	z2-S-33-880-00326	755078	430050	2014_02_21
1872	402945	880	S	4	1	26000.0	3.26	13.487	37.492757	-121.948815		FR	2	Fremont Blvd off	DT992	z2-S-33-880-00326	755078	430050	2013_12_13
3385	402946	880	S	4	1	26000.0	3.18	13.407	37.491933	-121.947752		OR	2	Fremont Blvd on loop	DT992	a2-S-33-880-00318	799197	429317	2014_02_21
1873	402946	880	S	4	1	26000.0	3.18	13.407	37.491933	-121.947752		OR	2	Fremont Blvd on loop	DT992	a2-S-33-880-00318	799197	429317	2013_12_13
4633	402946	880	S	4	1	26000.0	3.18	13.407	37.491933	-121.947752		OR	2	Fremont Blvd on loop	DT992	a2-S-33-880-00318	799197	429317	2014_03_07
3386	402947	880	N	4	1	26000.0	3.19	13.417	37.492185	-121.947724		FR	3	Fremont Blvd off	DT993	z3-N-33-880-00319	755009	430013	2014_02_21
1874	402947	880	N	4	1	26000.0	3.19	13.417	37.492185	-121.947724		FR	3	Fremont Blvd off	DT993	z3-N-33-880-00319	755009	430013	2013_12_13
4634	402947	880	N	4	1	26000.0	3.19	13.417	37.492185	-121.947724		FR	3	Fremont Blvd off	DT993	z3-N-33-880-00319	755009	430013	2014_03_07
3387	402948	880	N	4	1	26000.0	3.28	13.507	37.493107	-121.948928		OR	2	Fremont Blvd on loop	DT993	a2-N-33-880-00328	799185	429141	2014_02_21
1875	402948	880	N	4	1	26000.0	3.28	13.507	37.493107	-121.948928		OR	2	Fremont Blvd on loop	DT993	a2-N-33-880-00328	799185	429141	2013_12_13
4635	402948	880	N	4	1	26000.0	3.28	13.507	37.493107	-121.948928		OR	2	Fremont Blvd on loop	DT993	a2-N-33-880-00328	799185	429141	2014_03_07
1876	402949	880	N	4	1	26000.0	3.38	13.607	37.49411	-121.950208		OR	1	Fremont Blvd on diag	DT994	a1-N-33-880-00338	799231	429647	2013_12_13
3388	402949	880	N	4	1	26000.0	3.38	13.607	37.49411	-121.950208		OR	1	Fremont Blvd on diag	DT994	a1-N-33-880-00338	799231	429647	2014_02_21
4636	402949	880	N	4	1	26000.0	3.38	13.607	37.49411	-121.950208		OR	1	Fremont Blvd on diag	DT994	a1-N-33-880-00338	799231	429647	2014_03_07
3389	402950	880	S	4	1	26000.0	4.55	14.777	37.505634	-121.965487		OR	2	Auto Mall Pkwy on diag	DT818	a2-S-33-880-00455	799220	429321	2014_02_21
4637	402950	880	S	4	1	26000.0	4.55	14.777	37.505634	-121.965487		OR	2	Auto Mall Pkwy on diag	DT818	a2-S-33-880-00455	799220	429321	2014_03_07
1877	402950	880	S	4	1	26000.0	4.55	14.777	37.505634	-121.965487		OR	2	Auto Mall Pkwy on diag	DT818	a2-S-33-880-00455	799220	429321	2013_12_13
4638	402951	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		FR	1	Auto Mall Pkwy off	DT995	z1-N-33-880-00466	755027	430460	2014_03_07
1878	402951	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		FR	1	Auto Mall Pkwy off	DT995	z1-N-33-880-00466	755027	430460	2013_12_13
3390	402951	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		FR	1	Auto Mall Pkwy off	DT995	z1-N-33-880-00466	755027	430460	2014_02_21
4639	402952	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		OR	2	Auto Mall Pkwy on loop	DT995	a2-N-33-880-00466	799025	429145	2014_03_07
3391	402952	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		OR	2	Auto Mall Pkwy on loop	DT995	a2-N-33-880-00466	799025	429145	2014_02_21
1879	402952	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671		OR	2	Auto Mall Pkwy on loop	DT995	a2-N-33-880-00466	799025	429145	2013_12_13
3392	402953	880	S	4	1	26000.0	4.91	15.137	37.509333	-121.970047		FR	2	Auto Mall Pkwy off	DTB96	z2-S-33-880-00491	755180	430046	2014_02_21
4640	402953	880	S	4	1	26000.0	4.91	15.137	37.509333	-121.970047		FR	2	Auto Mall Pkwy off	DTB96	z2-S-33-880-00491	755180	430046	2014_03_07
1880	402953	880	S	4	1	26000.0	4.91	15.137	37.509333	-121.970047		FR	2	Auto Mall Pkwy off	DTB96	z2-S-33-880-00491	755180	430046	2013_12_13
4641	402954	880	S	4	1	26000.0	4.74	14.967	37.507579	-121.967888		OR	2	Auto Mall Pkwy on loop	DTB96	a2-S-33-880-00474	799175	429325	2014_03_07
3393	402954	880	S	4	1	26000.0	4.74	14.967	37.507579	-121.967888		OR	2	Auto Mall Pkwy on loop	DTB96	a2-S-33-880-00474	799175	429325	2014_02_21
1881	402954	880	S	4	1	26000.0	4.74	14.967	37.507579	-121.967888		OR	2	Auto Mall Pkwy on loop	DTB96	a2-S-33-880-00474	799175	429325	2013_12_13
3394	402955	880	S	4	1	26000.0	6.08	16.307	37.521155	-121.985209		OR	1	Stevenson Blvd on diag	DT375	a1-S-33-880-00608	799100	429818	2014_02_21
1882	402955	880	S	4	1	26000.0	6.08	16.307	37.521155	-121.985209		OR	1	Stevenson Blvd on diag	DT375	a1-S-33-880-00608	799100	429818	2013_12_13
4642	402955	880	S	4	1	26000.0	6.08	16.307	37.521155	-121.985209		OR	1	Stevenson Blvd on diag	DT375	a1-S-33-880-00608	799100	429818	2014_03_07
1883	402956	880	N	4	1	26000.0	6.02	16.247	37.520806	-121.984229		FR	2	Stevenson Blvd off	DT997	z1-N-33-880-00602	755045	430457	2013_12_13
3395	402956	880	N	4	1	26000.0	6.02	16.247	37.520806	-121.984229		FR	2	Stevenson Blvd off	DT997	z1-N-33-880-00602	755045	430457	2014_02_21
4643	402956	880	N	4	1	26000.0	6.02	16.247	37.520806	-121.984229		FR	2	Stevenson Blvd off	DT997	z1-N-33-880-00602	755045	430457	2014_03_07
1884	402957	880	N	4	1	26000.0	6.2	16.427	37.522223	-121.986981		OR	2	Stevenson Blvd on loop	DT997	a1-N-33-880-00620	799130	429650	2013_12_13
3396	402957	880	N	4	1	26000.0	6.2	16.427	37.522223	-121.986981		OR	2	Stevenson Blvd on loop	DT997	a1-N-33-880-00620	799130	429650	2014_02_21
4644	402957	880	N	4	1	26000.0	6.2	16.427	37.522223	-121.986981		OR	2	Stevenson Blvd on loop	DT997	a1-N-33-880-00620	799130	429650	2014_03_07
1885	402958	880	S	4	1	26000.0	6.29	16.517	37.522762	-121.98845		FR	1	Stevenson Blvd off	DT998	z1-S-33-880-00629	755130	430280	2013_12_13
4645	402958	880	S	4	1	26000.0	6.29	16.517	37.522762	-121.98845		FR	1	Stevenson Blvd off	DT998	z1-S-33-880-00629	755130	430280	2014_03_07
3397	402958	880	S	4	1	26000.0	6.29	16.517	37.522762	-121.98845		FR	1	Stevenson Blvd off	DT998	z1-S-33-880-00629	755130	430280	2014_02_21
